"id","venue","race_number","horse_name","horse_number","barrier","jockey","trainer","odds_open","odds_flag","odds_fixed_close","odds_tote","odds_place","move_percent","scratchings","result","created_at","updated_at"
18627,"Rosehill",5,"Man Of Peace",12,5,"Jay Ford","Matthew Dale",11.00,7.00,7.50,0.00,2.50,5.19,2,3,"2018-11-10 03:35:05","2018-11-10 03:35:05"
18628,"Sunshine Coast",4,"She's Reliable",12,9,"Michael Cahill","K M Schweida",4.60,3.70,7.50,0.00,2.50,5.29,2,NULL,"2018-11-10 03:45:05","2018-11-10 03:45:05"
18629,"Goulburn",6,"Halliday Road",3,4,"Billy Owen","Ms T Bateup",14.00,8.00,6.50,0.00,1.95,5.36,2,NULL,"2018-11-10 03:50:04","2018-11-10 03:50:04"
18630,"Flemington",5,"Lord Fandango",3,2,"Kerrin Mcevoy","Archie Alexander",8.00,5.50,0.00,0.00,0.00,5.68,2,NULL,"2018-11-10 03:55:05","2018-11-10 03:55:05"
18631,"Newcastle",4,"Front View",8,2,"Andrew Gibbons","Adam Duggan",8.00,4.80,8.00,0.00,2.30,8.33,0,3,"2018-11-10 04:00:04","2018-11-10 04:00:04"
18632,"Gold Coast",6,"Elmo's Fire",7,5,"Jason Taylor","M J Lakey",7.50,4.80,3.20,0.00,1.50,7.50,1,3,"2018-11-10 04:05:04","2018-11-10 04:05:04"
18633,"Morphettville",4,"France's Boy",4,4,"Raquel Clark","J E Hickmott",8.50,5.50,4.80,0.00,1.55,6.42,1,4,"2018-11-10 04:05:05","2018-11-10 04:05:05"
18634,"Geelong",5,"Fullforward",8,2,"Clayton Douglas","D R Brideoake",10.00,6.00,3.60,0.00,1.45,6.67,0,2,"2018-11-10 04:15:04","2018-11-10 04:15:04"
18635,"Rosehill",6,"Smokin' Pierro",14,8,"Jean Van Overmeire","M, W & J Hawkes",34.00,10.00,13.00,0.00,3.20,7.06,3,NULL,"2018-11-10 04:15:04","2018-11-10 04:15:04"
18636,"Sunshine Coast",5,"Seentoomany",16,4,"Jackson Murphy","Michael Costa",6.00,4.60,6.50,0.00,2.15,5.07,4,NULL,"2018-11-10 04:25:04","2018-11-10 04:25:04"
18637,"Goulburn",7,"Kaffka",10,5,"Ms Rebeka Prest","Matthew Smith",17.00,8.50,12.00,0.00,3.60,5.88,0,NULL,"2018-11-10 04:30:05","2018-11-10 04:30:05"
18638,"Flemington",6,"Our Libretto",14,6,"Jordan Childs","G M Begg",8.50,5.50,9.00,0.00,3.00,6.42,0,NULL,"2018-11-10 04:35:04","2018-11-10 04:35:04"
18639,"Newcastle",5,"Cerca Trova",2,8,"Robert Thompson","K J Miller",14.00,8.00,15.00,17.27,3.00,5.36,0,1,"2018-11-10 04:40:05","2018-11-10 04:40:05"
18640,"Gold Coast",7,"Sowhat Imarockstar",13,3,"Gary Geran","Tony Haydon",10.00,5.50,9.00,0.00,2.30,8.18,3,2,"2018-11-10 04:45:04","2018-11-10 04:45:04"
18641,"Geelong",6,"Latest Bentley",5,9,"Jamie Mott","N J Dyer",26.00,9.00,9.50,0.00,2.70,7.26,3,2,"2018-11-10 04:50:04","2018-11-10 04:50:04"
18642,"Ascot",1,"Cup Night",5,2,"Patrick Carbery","B A Miller",5.50,4.20,4.00,0.00,1.35,5.63,1,3,"2018-11-10 05:00:05","2018-11-10 05:00:05"
18643,"Sunshine Coast",6,"Apoloboom",7,8,"Jim Byrne","Ben Currie",6.00,4.20,3.40,0.00,1.50,7.14,1,3,"2018-11-10 05:05:04","2018-11-10 05:05:04"
18644,"Darwin",2,"Jolly Boy",6,4,"Raymond Vigar","Chris Pollard",31.00,12.00,4.80,5.09,2.25,5.11,0,1,"2018-11-10 05:10:04","2018-11-10 05:10:04"
18645,"Flemington",7,"Redzel",1,8,"Kerrin Mcevoy","P & P Snowden",5.00,3.80,2.90,0.00,1.45,6.32,0,NULL,"2018-11-10 05:20:05","2018-11-10 05:20:05"
18646,"Newcastle",6,"Talent Award",8,8,"Chad Lever","C J Waller",15.00,8.50,5.00,0.00,1.70,5.10,2,NULL,"2018-11-10 05:20:05","2018-11-10 05:20:05"
18647,"Gold Coast",8,"Mishani Paloma",13,10,"Nathan Day","L G Ross",23.00,10.00,11.00,0.00,2.90,5.65,2,NULL,"2018-11-10 05:30:05","2018-11-10 05:30:05"
18648,"Rosehill",8,"Bon Amis",3,4,"Rory Hutchings","J C Deamer",6.00,3.20,2.50,2.15,1.30,14.58,3,1,"2018-11-10 05:35:05","2018-11-10 05:35:05"
18649,"Sunshine Coast",7,"Lucky Jackson",8,13,"Jim Byrne","Chris Munce",18.00,8.50,7.50,0.00,2.60,6.21,5,NULL,"2018-11-10 05:45:04","2018-11-10 05:45:04"
18650,"Flemington",8,"Extra Brut",9,9,"Craig Williams","D K Weir",7.50,5.00,4.60,0.00,1.60,6.67,0,3,"2018-11-10 06:00:05","2018-11-10 06:00:05"
18651,"Newcastle",7,"Poet's Advocate",1,1,"Shaun Guymer","S I Singleton",4.80,3.50,4.00,0.00,1.55,7.74,2,NULL,"2018-11-10 06:05:05","2018-11-10 06:05:05"
18652,"Gold Coast",9,"Don't Doubt Lara",9,3,"Luke Rolls","S W Kendrick",20.00,9.50,9.50,0.00,2.60,5.53,1,NULL,"2018-11-10 06:10:05","2018-11-10 06:10:05"
18653,"Morphettville",7,"Miss Wahoo",16,8,"Jamie Kah","Tony Mcevoy",4.40,3.60,3.20,0.00,1.35,5.05,4,NULL,"2018-11-10 06:15:06","2018-11-10 06:15:06"
18654,"Geelong",8,"Atlantic Express",5,14,"Dylan Dunn","T J Hughes Jnr",21.00,6.00,8.50,0.00,2.70,11.90,1,NULL,"2018-11-10 06:20:05","2018-11-10 06:20:05"
18655,"Rosehill",9,"Montrachet",10,9,"Koby Jennings","M, W & J Hawkes",6.50,3.70,4.40,0.00,1.85,11.64,1,3,"2018-11-10 06:25:06","2018-11-10 06:25:06"
18656,"Ascot",3,"Queen Bey",8,2,"Chris Parnham","G & A Williams",14.00,8.00,7.00,6.88,2.10,5.36,0,1,"2018-11-10 06:35:06","2018-11-10 06:35:06"
18657,"Sunshine Coast",8,"Usmanov",7,4,"Ryan Maloney","A J Edmonds",4.20,3.40,3.60,0.00,1.50,5.60,2,NULL,"2018-11-10 06:35:06","2018-11-10 06:35:06"
18658,"Darwin",4,"Mighty Tax",4,8,"Jarrod Todd","Philip Cole",26.00,11.00,7.00,0.00,2.05,5.24,0,NULL,"2018-11-10 06:40:06","2018-11-10 06:40:06"
18659,"Flemington",9,"El Magnificence",15,16,"Damian Lane","P G Carey",19.00,8.00,7.00,0.00,2.50,7.24,4,NULL,"2018-11-10 06:50:05","2018-11-10 06:50:05"
18660,"Newcastle",8,"Grand Bouquet",6,1,"Andrew Gibbons","K A Lees",13.00,6.00,4.40,0.00,1.65,8.97,2,NULL,"2018-11-10 06:55:06","2018-11-10 06:55:06"
18661,"Gold Coast",10,"Glitter Top",9,4,"Luke Dittman","Chris Anderson",13.00,7.00,4.80,0.00,1.55,6.59,2,NULL,"2018-11-10 07:00:06","2018-11-10 07:00:06"
18662,"Morphettville",8,"Paris Crystal",14,6,"Jamie Kah","Tony Mcevoy",4.40,3.10,4.00,0.00,1.65,9.53,9,NULL,"2018-11-10 07:05:07","2018-11-10 07:05:07"
18663,"Sunshine Coast",9,"Stanley Park",8,2,"Ryan Maloney","A J Edmonds",5.00,3.90,2.90,0.00,1.45,5.64,9,2,"2018-11-10 07:15:07","2018-11-10 07:15:07"
18664,"Darwin",5,"Mcintyre",4,9,"Paul Shiers","Garry Lefoe",15.00,8.00,6.00,0.00,1.80,5.83,0,3,"2018-11-10 07:25:07","2018-11-10 07:25:07"
18665,"Toowoomba",1,"Layla's Lad",8,2,"Beau Appo","Ms J Dorrington",11.00,7.00,7.50,0.00,2.15,5.19,1,4,"2018-11-10 07:30:08","2018-11-10 07:30:08"
18666,"Ascot",5,"Missile Launch",10,3,"Patrick Carbery","Vaughn Sigley",4.80,3.80,4.00,0.00,1.12,5.48,1,NULL,"2018-11-10 08:00:09","2018-11-10 08:00:09"
18667,"Toowoomba",2,"Mishani Ruler",11,4,"Nozi Tomizawa","Ben Currie",11.00,5.50,3.70,0.00,1.26,9.09,3,3,"2018-11-10 08:00:09","2018-11-10 08:00:09"
18668,"Toowoomba",3,"Westbrook Warrior",3,8,"Baylee Nothdurft","P M Cox",10.00,6.50,6.50,0.00,1.70,5.38,1,NULL,"2018-11-10 08:30:08","2018-11-10 08:30:08"
18669,"Ascot",7,"The Velvet King",4,1,"Daniel Staeck","D T Mcauliffe",7.50,4.80,4.80,5.20,1.90,7.50,0,1,"2018-11-10 09:00:08","2018-11-10 09:00:08"
18670,"Ascot",8,"Blackwood River",8,1,"Shaun Mc Gruddy","S J Miller",4.20,3.40,3.80,3.83,1.55,5.60,1,1,"2018-11-10 09:35:09","2018-11-10 09:35:09"
18671,"Toowoomba",6,"I Know Yves",2,3,"Gary Geran","M A Kropp",7.50,4.60,6.00,0.00,2.00,8.41,2,NULL,"2018-11-10 10:15:09","2018-11-10 10:15:09"
18672,"Toowoomba",7,"Ruby Red Slippers",9,2,"Baylee Nothdurft","Ben Currie",8.50,4.60,4.60,0.00,1.70,9.97,1,2,"2018-11-10 10:55:09","2018-11-10 10:55:09"
18673,"Hastings",4,"End Of Story",5,7,"Jasmine Fawcett","J G Bary",7.50,4.80,4.80,0.00,1.40,7.50,4,3,"2018-11-11 02:35:02","2018-11-11 02:35:02"
18674,"Hastings",5,"Tough Kid",1,2,"Jonathan Riddell","S F Ritchie",4.20,3.40,3.40,0.00,1.35,5.60,5,2,"2018-11-11 03:05:03","2018-11-11 03:05:03"
18675,"Armidale",1,"Principle",10,4,"Ben Looker","Stirling Osland",5.50,3.60,3.00,0.00,1.30,9.60,1,NULL,"2018-11-11 03:05:03","2018-11-11 03:05:03"
18676,"Ararat",2,"Quattro Porte",2,4,"Andrew Mallyon","R D Griffiths",6.00,4.40,3.40,0.00,1.45,6.06,0,3,"2018-11-11 03:05:03","2018-11-11 03:05:03"
18677,"Penola",1,"Strategic Reign",4,2,"Ms Kayla Crowther","D I Dodson",4.40,3.60,3.80,3.52,1.90,5.05,1,1,"2018-11-11 03:05:04","2018-11-11 03:05:04"
18678,"Moe",2,"Black Sea",5,8,"Ethan Brown","R T Cleaver",6.50,4.80,2.30,0.00,1.26,5.45,4,4,"2018-11-11 03:05:04","2018-11-11 03:05:04"
18679,"Ararat",3,"Carbone",3,9,"Jack Hill","Robert Hickmott",6.50,4.60,6.00,0.00,1.55,6.35,0,4,"2018-11-11 03:30:03","2018-11-11 03:30:03"
18680,"Townsville",1,"Mr Chaplin",1,2,"Stephen Wilson","Alby Molino",7.50,5.00,4.60,0.00,2.15,6.67,0,4,"2018-11-11 03:30:04","2018-11-11 03:30:04"
18681,"Penola",2,"Little Robyn",6,4,"Ms Emily Finnegan","P A Preusker",3.60,3.00,2.65,0.00,1.20,5.56,0,NULL,"2018-11-11 03:30:04","2018-11-11 03:30:04"
18682,"Warren",2,"Ben Shoof",1,13,"Mathew Cahill","C Lundholm",6.50,4.40,5.00,0.00,1.95,7.34,1,4,"2018-11-11 03:35:03","2018-11-11 03:35:03"
18683,"Armidale",3,"Red All Day",7,3,"Josh Oliver","D B Campbell",4.20,3.40,4.60,0.00,1.45,5.60,2,NULL,"2018-11-11 03:45:02","2018-11-11 03:45:02"
18684,"Ararat",4,"Pewter",8,4,"Craig Robertson","Ms S Murphy",7.50,4.60,8.00,0.00,2.80,8.41,5,2,"2018-11-11 03:55:03","2018-11-11 03:55:03"
18685,"Penola",3,"Looking Around",3,1,"Jarrod Lorensini","Ms S Jaensch",4.40,3.40,3.60,0.00,1.40,6.68,2,2,"2018-11-11 04:00:03","2018-11-11 04:00:03"
18686,"Warren",3,"Naoko",7,3,"Adrian Robinson","Connie Greig",4.80,3.70,4.00,0.00,1.65,6.19,0,NULL,"2018-11-11 04:05:03","2018-11-11 04:05:03"
18687,"Moe",4,"Dominant Gene",1,3,"Jason Maskiell","Paul & Tracey Templeton",3.90,3.20,2.50,0.00,1.22,5.61,0,2,"2018-11-11 04:10:02","2018-11-11 04:10:02"
18688,"Armidale",4,"Noro Lim",3,3,"Jake Hull","Adam Vine",41.00,13.00,51.00,0.00,7.50,5.25,1,NULL,"2018-11-11 04:25:03","2018-11-11 04:25:03"
18689,"Ararat",5,"Favonski",3,7,"Ms Jessica Eaton","Daniel Bowman",7.50,5.00,7.50,8.14,3.00,6.67,0,1,"2018-11-11 04:25:03","2018-11-11 04:25:03"
18690,"Penola",4,"Dabay",3,3,"Ms Kayla Crowther","Ms S Hayes",11.00,7.00,7.50,0.00,2.40,5.19,3,NULL,"2018-11-11 04:35:03","2018-11-11 04:35:03"
18691,"Warren",4,"Lucky Assassin",1,3,"Ms Kath Bell-Pitomac","M R Mulholland",5.50,4.20,3.70,0.00,1.65,5.63,4,NULL,"2018-11-11 04:45:03","2018-11-11 04:45:03"
18692,"Moe",5,"Mr Charisma",9,3,"Teodore Nugent","Ms A Bennett",17.00,9.00,7.50,0.00,1.75,5.23,1,NULL,"2018-11-11 04:45:04","2018-11-11 04:45:04"
18693,"Armidale",5,"Balantes",8,4,"Josh Oliver","Melissa Dennett",5.00,3.70,3.60,0.00,1.50,7.03,0,2,"2018-11-11 04:55:04","2018-11-11 04:55:04"
18694,"Townsville",4,"Our Girl Tamiya",7,4,"Les Tilley","L A Wright",7.50,4.60,4.80,0.00,2.05,8.41,2,3,"2018-11-11 05:05:03","2018-11-11 05:05:03"
18695,"Penola",5,"Centenary Shot",4,6,"Ryan Hurdle","Peter Hardacre",6.00,4.60,4.40,0.00,1.65,5.07,1,NULL,"2018-11-11 05:10:03","2018-11-11 05:10:03"
18696,"Warren",5,"Any Blinkin' Day",6,1,"Greg Ryan","C Lundholm",5.00,3.90,3.90,0.00,1.55,5.64,0,NULL,"2018-11-11 05:15:02","2018-11-11 05:15:02"
18697,"Moe",6,"Perfek",4,3,"Daniel Stackhouse","K F Milham",34.00,9.50,21.00,0.00,3.60,7.59,1,NULL,"2018-11-11 05:20:03","2018-11-11 05:20:03"
18698,"Armidale",6,"Medal Afrique",4,8,"Ms Cejay Graham","L C Morgan",19.00,8.50,21.00,0.00,4.40,6.50,0,NULL,"2018-11-11 05:30:03","2018-11-11 05:30:03"
18699,"Ararat",7,"Chippenham",9,6,"Ms Linda Meech","Archie Alexander",5.50,4.00,2.60,0.00,1.25,6.82,2,2,"2018-11-11 05:35:04","2018-11-11 05:35:04"
18700,"Penola",6,"Hasta La Thomas",3,7,"Shayne Cahill","Ms S Murphy",8.50,4.60,5.00,0.00,2.30,9.97,3,3,"2018-11-11 05:45:04","2018-11-11 05:45:04"
18701,"Warren",6,"Distinctive Look",2,3,"Jake Pracey-Holmes","David J Smith",8.50,5.00,4.60,0.00,1.70,8.24,1,NULL,"2018-11-11 05:55:04","2018-11-11 05:55:04"
18702,"Armidale",7,"Blinkin Legend",5,4,"Michael Squires","C R Clegg",5.50,4.20,3.40,3.00,1.40,5.63,0,1,"2018-11-11 06:05:04","2018-11-11 06:05:04"
18703,"Ararat",8,"Wannon Warrior",4,6,"Andrew Mallyon","Symon Wilde",4.60,3.60,4.20,0.00,1.55,6.04,3,NULL,"2018-11-11 06:10:04","2018-11-11 06:10:04"
18704,"Townsville",6,"It And A Bit",3,2,"Ms Bonnie Thomson","Graham R Hughes",23.00,10.00,11.00,0.00,4.20,5.65,1,NULL,"2018-11-11 06:15:04","2018-11-11 06:15:04"
18705,"Penola",7,"Scroll",4,5,"Jarrod Lorensini","Trevor White",11.00,6.50,7.50,0.00,2.50,6.29,3,NULL,"2018-11-11 06:20:05","2018-11-11 06:20:05"
18706,"Warren",7,"Chur Bro",10,2,"Daniel Pitomac","M J Lunn",51.00,13.00,15.00,0.00,3.60,5.73,2,NULL,"2018-11-11 06:30:04","2018-11-11 06:30:04"
18707,"Townsville",7,"Arno Bay",3,9,"Stephen Wilson","O Chillemi",16.00,8.50,12.00,0.00,3.00,5.51,0,NULL,"2018-11-11 06:50:05","2018-11-11 06:50:05"
18708,"York",7,"Spanish Steps",9,4,"Ms Jerry Noske","Jeff Noske",9.00,6.00,6.00,0.00,2.00,5.56,1,NULL,"2018-11-11 08:25:05","2018-11-11 08:25:05"
18709,"York",8,"Blackline",4,9,"Joseph Azzopardi","Simon Miller",10.00,6.50,6.00,0.00,1.65,5.38,2,3,"2018-11-11 09:00:05","2018-11-11 09:00:05"
18710,"York",9,"French Escape",3,5,"Jason Whiting","T A Bettesworth",61.00,15.00,21.00,0.00,4.80,5.03,1,NULL,"2018-11-11 09:40:06","2018-11-11 09:40:06"
18711,"Kilmore",1,"Rip Sparkler",5,5,"Tom Ryan","Luke Oliver",23.00,10.00,17.00,0.00,2.90,5.65,1,3,"2018-11-12 02:40:02","2018-11-12 02:40:02"
18712,"Ballina",2,"Burning Success",9,1,"Luke Rolls","B Witt",4.60,3.70,3.60,0.00,1.30,5.29,1,3,"2018-11-12 02:55:03","2018-11-12 02:55:03"
18713,"Kilmore",3,"Fergus Magergus",2,2,"Jarrod Fry","Michael Jones",6.50,4.80,3.00,0.00,1.35,5.45,3,2,"2018-11-12 03:35:02","2018-11-12 03:35:02"
18714,"Kilmore",4,"Shake On It",7,3,"Jake Noonan","Anthony Freedman",4.60,3.30,2.40,0.00,1.18,8.56,4,2,"2018-11-12 04:05:02","2018-11-12 04:05:02"
18715,"Ballina",4,"That's Madness",8,8,"Luke Rolls","M J Dunn",4.80,3.30,4.20,0.00,1.55,9.47,1,NULL,"2018-11-12 04:10:03","2018-11-12 04:10:03"
18716,"Kilmore",5,"St Hilary",9,4,"Tahlia Hope","P A Banks",16.00,7.50,8.00,0.00,2.20,7.08,2,NULL,"2018-11-12 04:35:02","2018-11-12 04:35:02"
18717,"Ballina",5,"Napoleon's War",4,2,"Dale Smith","Melissa Taylor",11.00,6.50,5.00,0.00,1.75,6.29,1,NULL,"2018-11-12 04:45:02","2018-11-12 04:45:02"
18718,"Ballina",6,"Solo Melody",4,4,"Ryan Plumb","L D Kelly",7.00,5.00,4.60,0.00,1.75,5.71,0,2,"2018-11-12 05:20:02","2018-11-12 05:20:02"
18719,"Kilmore",7,"Yeldarb",3,2,"Tahlia Hope","D J Mccarthy",4.40,3.60,4.00,0.00,1.55,5.05,1,2,"2018-11-12 05:35:02","2018-11-12 05:35:02"
18720,"Ballina",7,"My Dream Lover",5,6,"Luke Rolls","A J Edmonds",3.80,3.10,3.40,3.41,1.45,5.94,0,1,"2018-11-12 06:00:02","2018-11-12 06:00:02"
18721,"Ballina",8,"Uncanny Effort",11,1,"Chris Whiteley","B D Bellamy",16.00,7.50,8.00,0.00,2.40,7.08,1,NULL,"2018-11-12 06:40:03","2018-11-12 06:40:03"
18722,"Hamilton",1,"Ourlordofwar",3,7,"Ms Linda Meech","Matthew Cumani",9.00,3.40,2.30,2.36,1.07,18.30,3,1,"2018-11-13 02:40:03","2018-11-13 02:40:03"
18723,"Queanbeyan",1,"Pinch Legend",3,3,"Simon Miller","Daniel Nickson",9.00,5.50,6.00,0.00,1.90,7.07,1,2,"2018-11-13 02:50:02","2018-11-13 02:50:02"
18724,"Hamilton",2,"Coherence",1,7,"Jason Maskiell","D K Weir",6.00,4.60,3.80,0.00,1.50,5.07,0,4,"2018-11-13 03:05:02","2018-11-13 03:05:02"
18725,"Queanbeyan",2,"Graceful Gift",5,1,"Adrian Layt","Thomas Lyttle",6.00,4.40,4.60,6.04,1.45,6.06,3,1,"2018-11-13 03:25:02","2018-11-13 03:25:02"
18726,"Hamilton",3,"Like You Look",4,8,"Ms Jade Darose","Ms B Simpson",21.00,10.00,15.00,0.00,3.00,5.24,1,NULL,"2018-11-13 03:35:02","2018-11-13 03:35:02"
18727,"Hamilton",4,"Cosmic Charm",4,8,"Jarrod Lorensini","Ms S Jaensch",21.00,9.50,0.00,0.00,0.00,5.76,0,NULL,"2018-11-13 04:05:03","2018-11-13 04:05:03"
18728,"Quirindi",3,"King Solomon",8,9,"Grant Buckley","Michelle Fleming",12.00,5.50,5.50,0.00,1.85,9.85,0,4,"2018-11-13 04:25:03","2018-11-13 04:25:03"
18729,"Hamilton",5,"Bunumburt",5,2,"Ms Jackie Beriman","Bob & Kane Post",13.00,6.50,13.00,0.00,3.20,7.69,0,4,"2018-11-13 04:35:03","2018-11-13 04:35:03"
18730,"Queanbeyan",4,"Hercegovka",6,7,"Bryan Murphy","J W Van Duren",11.00,6.00,8.50,9.40,2.50,7.58,0,1,"2018-11-13 04:40:02","2018-11-13 04:40:02"
18731,"Hamilton",6,"Linen King",2,4,"Ms Linda Meech","Symon Wilde",6.50,4.40,3.50,0.00,1.80,7.34,2,3,"2018-11-13 05:05:03","2018-11-13 05:05:03"
18732,"Hamilton",7,"Halcyon",8,2,"Dean Holland","Dane Smith",51.00,14.00,11.00,0.00,2.90,5.18,0,4,"2018-11-13 05:35:03","2018-11-13 05:35:03"
18733,"Queanbeyan",6,"Cosmic Deluxe",6,5,"Ms Kayla Nisbet","Jacqueline Greentree",6.00,3.90,5.50,0.00,1.70,8.97,1,3,"2018-11-13 05:55:03","2018-11-13 05:55:03"
18734,"Hamilton",8,"Under The Bridge",3,14,"Ms Linda Meech","Symon Wilde",5.00,3.70,3.60,0.00,1.60,7.03,1,2,"2018-11-13 06:05:03","2018-11-13 06:05:03"
18735,"Quirindi",6,"Cozursmart",9,1,"Josh Adams","Luke A Thomas",41.00,8.50,13.00,0.00,2.90,9.33,2,NULL,"2018-11-13 06:15:03","2018-11-13 06:15:03"
18736,"Queanbeyan",7,"Prying",12,4,"Richard Bensley","Ms D Poidevin-Laine",26.00,8.50,21.00,0.00,4.40,7.92,3,NULL,"2018-11-13 06:30:04","2018-11-13 06:30:04"
18737,"Riccarton",3,"Hunter Villain",1,14,"Rosie Myers","A M Bull",3.90,3.20,2.35,0.00,1.28,5.61,6,NULL,"2018-11-14 00:50:03","2018-11-14 00:50:03"
18738,"Bendigo",1,"Fiftyonestates",6,1,"Damien Thornton","Shea Eden",7.00,4.60,6.00,0.00,2.50,7.45,0,3,"2018-11-14 02:05:02","2018-11-14 02:05:02"
18739,"Hawkesbury",1,"Commentator",3,4,"Tye Angland","David Payne",4.00,3.30,3.00,0.00,1.35,5.30,0,3,"2018-11-14 02:30:02","2018-11-14 02:30:02"
18740,"Bendigo",2,"Costalot",7,4,"Beau Mertens","N A Blackiston",8.50,4.80,4.20,0.00,1.55,9.07,0,3,"2018-11-14 02:40:02","2018-11-14 02:40:02"
18741,"Hawkesbury",2,"Ariege",8,9,"Ms Rachel King","James Cummings",13.00,7.50,9.50,0.00,2.70,5.64,1,3,"2018-11-14 03:05:03","2018-11-14 03:05:03"
18742,"Bendigo",3,"French Fizz",4,8,"Harry Coffey","D K Weir",8.50,4.80,4.00,0.00,1.65,9.07,1,4,"2018-11-14 03:20:02","2018-11-14 03:20:02"
18743,"Hawkesbury",3,"Evict",2,5,"Tye Angland","James Cummings",6.00,4.60,2.80,0.00,1.55,5.07,1,3,"2018-11-14 03:40:03","2018-11-14 03:40:03"
18744,"Riccarton",8,"Abacus",5,11,"Jason Waddell","J R Wheeler",6.00,4.40,3.80,0.00,1.55,6.06,2,NULL,"2018-11-14 03:45:04","2018-11-14 03:45:04"
18745,"Bendigo",4,"Southern Missile",4,5,"Andrew Mallyon","Tony Mcevoy",5.50,4.20,3.40,0.00,1.35,5.63,1,4,"2018-11-14 03:50:02","2018-11-14 03:50:02"
18746,"Murray Bridge",3,"Cannot Be Serios",2,1,"Shayne Cahill","Michael Hickmott",3.70,3.00,4.40,0.00,4.40,6.31,3,2,"2018-11-14 04:05:03","2018-11-14 04:05:03"
18747,"Hawkesbury",4,"Heavenly Thunder",6,2,"Tye Angland","David Payne",8.50,5.50,4.80,6.56,1.45,6.42,1,1,"2018-11-14 04:15:03","2018-11-14 04:15:03"
18748,"Bendigo",5,"Wasabi",4,6,"Lewis German","Ms J Duncan",10.00,5.50,8.50,0.00,3.00,8.18,2,NULL,"2018-11-14 04:25:03","2018-11-14 04:25:03"
18749,"Ipswich",4,"One More Cast",6,12,"Ryan Maloney","L F Birchley",7.00,4.40,5.00,0.00,1.70,8.44,0,NULL,"2018-11-14 04:35:03","2018-11-14 04:35:03"
18750,"Murray Bridge",4,"Crown Harmonium",11,10,"Chris Caserta","J E Hickmott",5.50,3.70,7.00,0.00,2.15,8.85,1,2,"2018-11-14 04:55:03","2018-11-14 04:55:03"
18751,"Hawkesbury",5,"War Deck",9,8,"Brenton Avdulla","Joseph Pride",8.00,5.50,4.60,0.00,1.60,5.68,0,NULL,"2018-11-14 04:55:04","2018-11-14 04:55:04"
18752,"Bendigo",6,"Mr Genoa",6,2,"John Allen","D K Weir",4.40,3.50,6.00,0.00,1.60,5.84,0,NULL,"2018-11-14 05:00:03","2018-11-14 05:00:03"
18753,"Ipswich",5,"Show 'Em",4,6,"Clayton Gallagher","T J Sears",8.00,5.50,6.00,8.56,1.70,5.68,1,1,"2018-11-14 05:10:03","2018-11-14 05:10:03"
18754,"Murray Bridge",5,"Pellina",5,6,"Ms Kayla Crowther","D I Dodson",4.40,3.40,4.40,0.00,1.60,6.68,0,NULL,"2018-11-14 05:20:03","2018-11-14 05:20:03"
18755,"Hawkesbury",6,"Shantou",2,1,"Jason Collett","Bjorn Baker",8.00,5.50,4.80,0.00,1.65,5.68,0,3,"2018-11-14 05:25:03","2018-11-14 05:25:03"
18756,"Bunbury",1,"Orabreeze",1,2,"Paul Harvey","D R Harrison",6.00,4.60,4.60,0.00,1.80,5.07,0,NULL,"2018-11-14 05:30:04","2018-11-14 05:30:04"
18757,"Bendigo",7,"Kaimu",7,8,"Ms Nikita Beriman","Brent Stanley",8.00,5.50,8.50,0.00,2.05,5.68,1,3,"2018-11-14 05:35:03","2018-11-14 05:35:03"
18758,"Murray Bridge",6,"Texas Miller",6,8,"Jamie Kah","K & H Frew",4.80,3.70,4.20,6.04,1.60,6.19,0,1,"2018-11-14 05:50:03","2018-11-14 05:50:03"
18759,"Bunbury",2,"Dignity Bay",3,13,"Troy Turner","Ms J Panizza",23.00,9.50,8.00,0.00,2.25,6.18,0,2,"2018-11-14 06:05:03","2018-11-14 06:05:03"
18760,"Bendigo",8,"Think Babe",5,7,"John Allen","D K Weir",4.20,3.40,3.40,0.00,1.50,5.60,3,3,"2018-11-14 06:10:03","2018-11-14 06:10:03"
18761,"Murray Bridge",7,"In The Fast Lane",9,1,"Todd Pannell","Kerrie Vantijn",6.00,4.40,2.65,0.00,1.35,6.06,3,3,"2018-11-14 06:25:04","2018-11-14 06:25:04"
18762,"Bunbury",3,"Jus Talken",4,12,"Mitchell Pateman","P & M Giadresco",6.00,4.60,3.80,0.00,1.60,5.07,1,3,"2018-11-14 06:40:05","2018-11-14 06:40:05"
18763,"Ipswich",8,"Mishani Rainman",5,2,"Baylee Nothdurft","Ben Currie",12.00,4.60,5.50,0.00,1.65,13.41,6,3,"2018-11-14 06:55:05","2018-11-14 06:55:05"
18764,"Launceston",1,"Gee Gees Magic Man",4,10,"Ms Sigrid Carr","S Gandy",5.50,3.40,4.00,0.00,1.60,11.23,8,NULL,"2018-11-14 07:30:05","2018-11-14 07:30:05"
18765,"Bunbury",6,"Silver Zapato",12,1,"Ms Shelby Bowtell","J M Bowtell",6.50,4.80,7.50,0.00,2.60,5.45,0,NULL,"2018-11-14 08:25:05","2018-11-14 08:25:05"
18766,"Launceston",3,"Mag Wheels",8,1,"Chris Graham","J K Blacker",6.50,3.50,2.60,3.20,1.35,13.19,0,1,"2018-11-14 08:45:06","2018-11-14 08:45:06"
